0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.5926776960784313,0.025245098039215687,0.03079044117647059,0.44393382352941174,0.0005821078431372549,0.0010723039215686275,0.0008884803921568627,0.0,0.0015625,0.001991421568627451,0.0019301470588235295,0.000980392156862745,0.003553921568627451,0.006556372549019608,0.0007352941176470588,3.0637254901960784e-05,0.00045955882352941176,0.0012254901960784314,0.0001838235294117647,0.00744485294117647,0.00045955882352941176,0.001439950980392157,3.0637254901960784e-05,0.029963235294117648,0.0003676470588235294,6.127450980392157e-05,0.0,0.040808823529411765,0.001991421568627451,0.0,3.0637254901960784e-05,0.06507352941176471
0.0038909313725490197,0.0011488970588235295,0.0010416666666666667,0.0031862745098039215,0.00015318627450980392,0.000934436274509804,0.0012254901960784314,0.0,0.00045955882352941176,0.0008884803921568627,0.0014246323529411764,0.00030637254901960784,0.001485906862745098,0.002542892156862745,0.0002144607843137255,0.00024509803921568627,0.00024509803921568627,0.0008731617647058824,0.00013786764705882353,0.0019301470588235295,0.00030637254901960784,0.0013174019607843138,0.0001685049019607843,0.001991421568627451,0.00013786764705882353,1.5318627450980392e-05,6.127450980392157e-05,0.001991421568627451,0.001056985294117647,0.0,3.0637254901960784e-05,0.00196078431372549
0.0,0.0,0.0,0.00024509803921568627,0.0,4.5955882352941176e-05,3.0637254901960784e-05,0.0,0.0,0.0,1.5318627450980392e-05,0.0,0.0,3.0637254901960784e-05,0.0,0.0001685049019607843,0.0,7.659313725490196e-05,1.5318627450980392e-05,3.0637254901960784e-05,6.127450980392157e-05,9.191176470588235e-05,1.5318627450980392e-05,0.0,1.5318627450980392e-05,4.5955882352941176e-05,4.5955882352941176e-05,0.0,1.5318627450980392e-05,0.0,7.659313725490196e-05,0.0
0.0,0.0,0.0,0.00015318627450980392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5318627450980392e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0637254901960784e-05,6.127450980392157e-05,0.0,0.0,1.5318627450980392e-05,4.5955882352941176e-05,0.0
0.0,0.0,0.0,0.00022977941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5318627450980392e-05,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00015318627450980392,0.0,0.0,0.0,3.0637254901960784e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5318627450980392e-05,0.0,0.0
0.0,0.0,0.0,0.0001685049019607843,0.0,0.0,0.0,0.00012254901960784314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00012254901960784314,0.0,0.0,0.0,9.191176470588235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00010723039215686274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00013786764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00012254901960784314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,9.191176470588235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00013786764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.659313725490196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.5955882352941176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.0637254901960784e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.5318627450980392e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.5318627450980392e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
